,MJD,V,E_V,CHI2,FILENAME,SNR,EXPTIME,AIRMASS,WAVE_CAL,BARYCOR,RVEPOCH,ACCEPT,MASK
1148,59108.71258816277,-1177.322,29.547,694.35,Sun_200916.1093.fits,448,127.126,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1149,59108.7146047381,-853.158,32.159,696.14,Sun_200916.1094.fits,451,125.924,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1150,59108.71661087494,-1088.78,27.305,703.034,Sun_200916.1095.fits,449,124.988,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1151,59108.71861194086,-971.161,36.59,698.035,Sun_200916.1096.fits,449,123.816,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1152,59108.7205895974,-1100.375,33.231,700.607,Sun_200916.1097.fits,447,122.426,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1153,59108.72254376447,-1133.673,34.189,693.472,Sun_200916.1098.fits,451,122.079,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1154,59108.72601108799,-1020.661,38.436,694.045,Sun_200916.1101.fits,450,122.31,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1155,59108.72796876119,-1007.697,30.344,696.49,Sun_200916.1102.fits,449,121.117,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1156,59108.72992950046,-1180.501,29.604,696.855,Sun_200916.1103.fits,452,121.153,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1157,59108.73190034567,-1064.687,32.077,711.031,Sun_200916.1104.fits,447,121.433,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1158,59108.7338614677,-1157.14,34.935,685.091,Sun_200916.1105.fits,449,120.215,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1159,59108.73582726523,-1019.174,38.591,699.805,Sun_200916.1106.fits,449,119.652,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1160,59108.73776740039,-1057.845,32.032,693.203,Sun_200916.1107.fits,448,118.844,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1161,59108.73969612471,-931.732,28.176,692.537,Sun_200916.1108.fits,449,119.079,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1162,59108.74164024381,-1058.049,31.864,701.963,Sun_200916.1109.fits,449,120.637,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1163,59108.74359590037,-1023.467,38.588,681.757,Sun_200916.1110.fits,449,120.166,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1164,59108.745532458,-1219.396,30.652,699.357,Sun_200916.1111.fits,450,119.447,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1165,59108.74898412683,-1186.747,29.837,697.135,Sun_200916.1114.fits,450,117.976,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1166,59108.75089955554,-1148.78,34.807,688.449,Sun_200916.1115.fits,448,117.513,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1167,59108.75282702979,-961.897,29.097,695.549,Sun_200916.1116.fits,448,117.621,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1168,59108.75474580911,-1273.387,32.135,702.318,Sun_200916.1117.fits,447,116.925,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1169,59108.75666676737,-811.01,30.643,711.747,Sun_200916.1118.fits,450,116.775,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1170,59108.75859211055,-1169.044,35.264,705.334,Sun_200916.1119.fits,449,117.283,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1171,59108.76050588036,-874.809,33.101,697.604,Sun_200916.1120.fits,448,115.83,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1172,59108.76241499046,-1016.06,38.31,703.269,Sun_200916.1121.fits,451,115.775,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1173,59108.76431660011,-1039.692,31.501,682.959,Sun_200916.1122.fits,450,114.683,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1174,59108.7661851853,-1049.117,31.748,700.677,Sun_200916.1123.fits,449,114.211,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1175,59108.76806877967,-1125.345,34.045,697.061,Sun_200916.1124.fits,448,114.428,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1176,59108.77146656112,-1172.341,35.513,690.317,Sun_200916.1127.fits,448,115.339,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1177,59108.77338645928,-1218.863,30.597,694.65,Sun_200916.1128.fits,451,116.984,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1178,59108.77529060172,-1111.705,33.577,698.717,Sun_200916.1129.fits,449,115.598,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1179,59108.77717632421,-1109.557,33.55,697.596,Sun_200916.1130.fits,448,115.986,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1180,59108.77907910306,-1321.094,33.304,707.475,Sun_200916.1131.fits,448,116.606,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1181,59108.78097920323,-1017.137,38.415,694.094,Sun_200916.1132.fits,446,115.909,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1182,59108.78286685362,-1227.956,37.239,698.774,Sun_200916.1133.fits,448,114.578,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1183,59108.78473884468,-1129.204,34.237,702.932,Sun_200916.1134.fits,446,116.218,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1184,59108.78665491705,-1176.019,35.617,705.499,Sun_200916.1135.fits,449,116.424,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1185,59108.78855986546,-1037.225,39.213,698.538,Sun_200916.1136.fits,449,116.176,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1186,59108.79046663703,-1174.792,35.473,690.028,Sun_200916.1137.fits,449,117.683,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1187,59108.7939063712,-1118.478,42.152,709.211,Sun_200916.1140.fits,451,118.08,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1188,59108.79583929684,-1206.476,45.392,694.628,Sun_200916.1141.fits,451,120.272,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1189,59108.79779744751,-977.612,36.906,710.992,Sun_200916.1142.fits,448,120.466,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1190,59108.79975616259,-1106.357,41.755,697.741,Sun_200916.1143.fits,451,119.934,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1191,59108.80169679302,-1023.104,30.898,705.011,Sun_200916.1144.fits,448,120.123,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1192,59108.80367343714,-1053.251,31.857,688.004,Sun_200916.1145.fits,447,120.405,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1193,59108.80562776815,-1184.227,29.798,707.537,Sun_200916.1146.fits,451,121.983,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1194,59108.80760709694,-1063.566,32.05,705.093,Sun_200916.1147.fits,450,124.817,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1195,59108.80961515091,-1226.709,30.863,717.661,Sun_200916.1148.fits,449,124.855,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1196,59108.81159522244,-1056.246,39.797,701.807,Sun_200916.1149.fits,449,123.068,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1197,59108.81357870188,-1122.771,33.882,692.402,Sun_200916.1150.fits,450,124.224,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1198,59108.8170978932,-1174.438,29.519,707.681,Sun_200916.1153.fits,448,125.049,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1199,59108.81909085545,-1110.993,27.895,693.744,Sun_200916.1154.fits,450,123.933,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1200,59108.82111081051,-1221.004,30.787,689.255,Sun_200916.1155.fits,450,127.346,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1201,59108.8240388048,23677.533,33.494,704.178,Sun_200916.1156.fits,451,212.962,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1202,59108.82612602742,-1217.749,30.678,693.594,Sun_200916.1157.fits,448,120.857,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1203,59108.828089917,-1136.129,34.317,691.767,Sun_200916.1158.fits,447,120.624,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1204,59108.83003449671,-1243.061,37.415,705.079,Sun_200916.1159.fits,451,121.231,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1205,59108.83199842492,-1297.307,32.77,696.468,Sun_200916.1160.fits,447,116.522,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1206,59108.83388842894,-1126.823,34.08,696.511,Sun_200916.1161.fits,449,117.331,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1207,59108.8358185899,-1285.978,38.874,684.439,Sun_200916.1162.fits,449,119.929,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1208,59108.83776784276,-1159.525,29.103,694.26,Sun_200916.1163.fits,450,120.482,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1209,59108.84121256938,-1110.375,33.487,697.69,Sun_200916.1166.fits,449,122.356,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1210,59108.84318647819,-1256.434,37.745,716.084,Sun_200916.1167.fits,454,121.767,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1211,59108.84514504062,-1030.454,38.63,724.285,Sun_200916.1168.fits,451,121.281,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1212,59108.84711400098,-1188.864,35.773,707.451,Sun_200916.1169.fits,449,123.282,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1213,59108.84909954223,-1239.267,31.042,715.905,Sun_200916.1170.fits,448,124.054,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1214,59108.85108886768,-1084.817,32.679,712.682,Sun_200916.1171.fits,450,124.398,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1215,59108.85308551469,-1180.174,29.749,701.011,Sun_200916.1172.fits,448,124.686,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1216,59108.8550933853,-1326.96,33.329,711.259,Sun_200916.1173.fits,450,124.954,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1217,59108.85708837304,-1123.31,33.907,691.167,Sun_200916.1174.fits,449,121.935,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1218,59108.85904962289,-1098.038,33.068,686.456,Sun_200916.1175.fits,448,123.319,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1219,59108.86107567077,-1327.918,33.318,725.196,Sun_200916.1176.fits,450,126.383,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1220,59108.8646356141,-1241.38,31.175,710.211,Sun_200916.1179.fits,449,128.383,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1221,59108.86666465587,-1179.158,35.504,691.131,Sun_200916.1180.fits,450,124.548,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1222,59108.86866073932,-1304.557,32.807,681.715,Sun_200916.1181.fits,448,126.363,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1223,59108.87070122449,-1144.892,28.695,727.262,Sun_200916.1182.fits,450,128.665,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1224,59108.87275420412,-1224.113,30.675,699.57,Sun_200916.1183.fits,450,128.811,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1225,59108.87479087573,-1101.422,33.131,726.259,Sun_200916.1184.fits,450,127.33,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1226,59108.87682492968,-1223.346,30.664,710.985,Sun_200916.1185.fits,450,129.022,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1227,59108.87888973318,-1264.224,31.659,711.002,Sun_200916.1186.fits,453,130.575,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1228,59108.88094729517,-1225.259,30.716,723.241,Sun_200916.1187.fits,452,131.082,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1229,59108.88303235385,-1038.206,39.091,701.274,Sun_200916.1188.fits,450,133.193,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1230,59108.88517816464,-1203.041,30.122,704.284,Sun_200916.1189.fits,448,135.613,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1231,59108.88883557075,-1314.805,39.367,702.579,Sun_200916.1192.fits,450,140.333,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1232,59108.89104058521,-1140.219,34.032,720.091,Sun_200916.1193.fits,450,142.443,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1233,59108.89323615407,-1150.244,42.967,712.679,Sun_200916.1194.fits,449,141.875,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1234,59108.89546003411,-1265.0,31.472,708.519,Sun_200916.1195.fits,450,148.231,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1235,59108.89774082198,-1298.725,32.312,713.443,Sun_200916.1196.fits,450,149.431,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1236,59108.90001233748,-1136.041,28.376,703.389,Sun_200916.1197.fits,448,140.931,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1237,59108.90220070488,-1248.982,37.483,706.712,Sun_200916.1198.fits,451,139.503,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1238,59108.90438738788,-1103.924,33.139,720.556,Sun_200916.1199.fits,449,140.093,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1239,59108.90659305893,-1280.366,31.87,724.405,Sun_200916.1200.fits,451,144.956,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1240,59108.90883710986,-1222.696,36.584,722.511,Sun_200916.1201.fits,450,146.081,1.000000000038,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1241,59109.66439119277,-973.953,36.232,719.996,Sun_200917.1065.fits,447,187.39,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1242,59109.66712328633,-1007.161,29.959,721.682,Sun_200917.1066.fits,448,185.087,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1243,59109.66981031627,-950.726,35.4,718.567,Sun_200917.1067.fits,449,184.052,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1244,59109.67247419478,-952.629,28.421,725.346,Sun_200917.1068.fits,447,182.92,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1245,59109.67513893151,-977.309,36.391,709.151,Sun_200917.1069.fits,447,179.942,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1246,59109.67777880913,-1012.983,37.79,712.351,Sun_200917.1070.fits,446,178.072,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1247,59109.68039853762,-946.836,35.3,723.807,Sun_200917.1071.fits,449,176.669,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1248,59109.68299826323,-987.433,29.487,705.601,Sun_200917.1072.fits,447,175.971,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1249,59109.68710091559,-1072.293,32.035,700.232,Sun_200917.1075.fits,448,172.093,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1250,59109.68962939869,-935.587,35.019,702.481,Sun_200917.1076.fits,448,168.767,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1251,59109.69212511756,-1089.263,32.718,694.495,Sun_200917.1077.fits,446,164.193,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1252,59109.69456843213,-1076.981,32.289,688.028,Sun_200917.1078.fits,446,162.912,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1253,59109.69702149266,-1061.959,31.82,705.147,Sun_200917.1079.fits,449,164.652,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1254,59109.69947899351,-1120.383,28.044,721.474,Sun_200917.1080.fits,447,163.406,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1255,59109.70193255691,-1029.261,30.846,703.439,Sun_200917.1081.fits,447,163.208,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1256,59109.70437945621,-937.006,35.182,706.788,Sun_200917.1082.fits,446,161.651,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1257,59109.70679909206,-1096.327,41.249,709.747,Sun_200917.1083.fits,446,159.844,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1258,59109.71068012547,-861.926,32.321,724.236,Sun_200917.1086.fits,448,159.191,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1259,59109.71309111937,-1201.593,30.036,697.307,Sun_200917.1087.fits,446,158.221,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1260,59109.71547027626,-962.258,28.924,700.947,Sun_200917.1088.fits,447,156.587,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1261,59109.71781686358,-1066.687,26.704,711.627,Sun_200917.1089.fits,446,153.437,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1262,59109.72016297074,-869.724,32.57,711.195,Sun_200917.1090.fits,447,153.649,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1263,59109.72249262733,-1059.572,31.9,696.284,Sun_200917.1091.fits,446,151.82,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1264,59109.72480389512,-1132.128,42.674,702.347,Sun_200917.1092.fits,445,149.598,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1265,59109.72710402121,-1104.2,33.314,698.283,Sun_200917.1093.fits,445,148.7,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1266,59109.7293851685,-1033.805,31.217,675.115,Sun_200917.1094.fits,444,148.81,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1267,59109.73320064273,-1136.881,34.197,708.21,Sun_200917.1097.fits,446,150.363,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1268,59109.7354931039,-1065.894,32.177,706.498,Sun_200917.1098.fits,445,150.631,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1269,59109.73780487119,-1093.614,33.074,698.72,Sun_200917.1099.fits,445,149.868,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1270,59109.74009152745,-1190.632,29.954,709.07,Sun_200917.1100.fits,448,149.11,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1271,59109.74238435688,-989.301,29.87,696.672,Sun_200917.1101.fits,444,148.671,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1272,59109.7446677984,-1089.146,41.017,703.374,Sun_200917.1102.fits,447,148.38,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1273,59109.74697691159,-1166.132,35.053,725.816,Sun_200917.1103.fits,448,148.616,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1274,59109.74926407626,-1036.737,39.116,714.121,Sun_200917.1104.fits,445,147.719,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1275,59109.75152960068,-1133.075,34.126,696.126,Sun_200917.1105.fits,447,149.106,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1276,59109.75378987302,-991.837,29.926,693.639,Sun_200917.1106.fits,444,145.77,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1277,59109.75755690922,-1009.087,38.151,700.055,Sun_200917.1109.fits,446,145.066,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1278,59109.75979912475,-1167.535,29.297,706.875,Sun_200917.1110.fits,447,145.921,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1279,59109.7620518132,-967.19,36.421,697.9,Sun_200917.1111.fits,449,145.272,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1280,59109.76427629516,-1156.898,35.008,700.751,Sun_200917.1112.fits,448,142.132,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1281,59109.76647790002,-1035.055,31.174,713.918,Sun_200917.1113.fits,449,143.434,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1282,59109.76871178749,-1161.976,43.888,706.57,Sun_200917.1114.fits,446,142.812,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1283,59109.77092222599,-1066.503,40.345,701.115,Sun_200917.1115.fits,445,143.468,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1284,59109.77314125506,-829.927,41.712,703.351,Sun_200917.1116.fits,445,143.981,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1285,59109.77536681449,-1037.871,39.119,704.984,Sun_200917.1117.fits,449,143.783,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1286,59109.77758679492,-1009.741,38.1,706.901,Sun_200917.1118.fits,446,143.232,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1287,59109.78130692108,-1208.662,36.546,700.573,Sun_200917.1121.fits,445,142.324,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1288,59109.78349566614,-1053.149,39.878,702.733,Sun_200917.1122.fits,446,141.092,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1289,59109.78568636614,-1098.375,33.287,694.563,Sun_200917.1123.fits,447,141.382,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1290,59109.78788219385,-960.306,28.981,704.038,Sun_200917.1124.fits,447,140.635,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1291,59109.79008138661,-983.201,37.02,695.99,Sun_200917.1125.fits,448,142.54,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1292,59109.79226743522,-1149.682,43.453,699.57,Sun_200917.1126.fits,449,140.481,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1293,59109.7944465776,-1015.349,30.693,702.756,Sun_200917.1127.fits,447,140.642,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1294,59109.79662876698,-1131.265,28.542,691.785,Sun_200917.1128.fits,447,142.067,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1295,59109.79881699495,-997.303,30.219,713.18,Sun_200917.1129.fits,444,142.273,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1296,59109.80102042353,-944.35,28.57,693.549,Sun_200917.1130.fits,446,141.971,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1297,59109.80473192046,-1023.76,30.967,699.644,Sun_200917.1133.fits,446,142.118,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1298,59109.80695613789,-1208.467,36.5,706.534,Sun_200917.1134.fits,447,143.817,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1299,59109.80918179707,-1091.094,41.237,709.032,Sun_200917.1135.fits,447,144.414,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1300,59109.81141604124,-1073.026,32.376,700.557,Sun_200917.1136.fits,444,145.507,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1301,59109.81365851137,-1036.748,39.172,691.765,Sun_200917.1137.fits,446,145.679,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1302,59109.81590422081,-1091.524,41.29,693.971,Sun_200917.1138.fits,447,145.807,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1303,59109.81813772075,-1022.528,30.925,707.299,Sun_200917.1139.fits,444,145.816,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1304,59109.82036727394,-1084.62,32.802,707.295,Sun_200917.1140.fits,445,143.788,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1305,59109.82261285898,-1045.44,31.632,703.343,Sun_200917.1141.fits,446,146.506,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1306,59109.82486960057,-1044.329,39.333,701.877,Sun_200917.1142.fits,446,145.978,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1307,59109.82865257884,-965.468,36.415,709.011,Sun_200917.1145.fits,447,146.012,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1308,59109.83090033347,-1086.127,41.129,692.935,Sun_200917.1146.fits,445,144.308,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1309,59109.83315024656,-948.936,35.802,691.569,Sun_200917.1147.fits,445,147.558,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1310,59109.83542366119,-1117.576,28.082,713.359,Sun_200917.1148.fits,448,147.672,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1311,59109.83769495551,-1026.93,31.014,706.99,Sun_200917.1149.fits,447,148.391,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1312,59109.83996803295,-1124.861,42.339,714.699,Sun_200917.1150.fits,446,149.044,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1313,59109.84226866763,-1013.012,38.166,706.226,Sun_200917.1151.fits,446,151.981,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
1314,59109.84458484474,-1036.44,31.26,710.847,Sun_200917.1152.fits,449,151.945,1.0000000001231,LFC+ThAr,chromatic,5,True,ESPRESSO_G2.fits
